category,rank,pmid,pmcid,doi,title,authors_first,journal,year,pub_types,is_open_access,in_pmc,license,cited_by,abstract_snippet,europepmc_url,query
difficult_lp_predictors,16,37014966,,10.1213/ane.0000000000006459,"The Incidence and Predictors of Failed Spinal Anesthesia After Intrathecal Injection of Local Anesthetic for Cesarean Delivery: A Single-Center, 9-Year Retrospective Review",Jin SY,Anesthesia and analgesia,2024,Journal Article,N,N,,17,"<h4>Background</h4>The incidence of failed spinal anesthesia varies widely in the obstetric literature. Although many risk factors have been suggested, their relative predictive value is unknown. The primary objective of this retrospective cohort study was to determine the incidence of failed spinal anesthesia for cesarean deliveries at a tertiary care obstetric hospital, and its secondary objecti",https://europepmc.org/article/MED/37014966,"(TITLE:""lumbar puncture"" OR TITLE:""spinal anaesthesia"" OR TITLE:""spinal anesthesia"") AND (TITLE:difficult OR TITLE:failure OR TITLE:predictors)"
difficult_lp_predictors,17,27020240,,10.1016/j.ijoa.2016.01.007,The impact of gestational age and fetal weight on the risk of failure of spinal anesthesia for cesarean delivery,Adesope OA,International journal of obstetric anesthesia,2016,Journal Article,N,N,,16,<h4>Background</h4>There are limited data about spinal dosing for cesarean delivery in preterm parturients. We investigated the hypothesis that preterm gestation is associated with an increased incidence of inadequate spinal anesthesia for cesarean delivery compared with term gestation.<h4>Methods</h4>We searched our perioperative database for women who underwent cesarean delivery under spinal or ,https://europepmc.org/article/MED/27020240,"(TITLE:""lumbar puncture"" OR TITLE:""spinal anaesthesia"" OR TITLE:""spinal anesthesia"") AND (TITLE:difficult OR TITLE:failure OR TITLE:predictors)"
difficult_lp_predictors,18,28331936,,10.1007/s00247-017-3794-0,Ultrasound guidance for difficult lumbar puncture in children: pearls and pitfalls,Muthusami P,Pediatric radiology,2017,Review|Journal Article,N,N,,15,"Pediatric lumbar puncture can be challenging or unsuccessful for several reasons. At the same time, the excellent sonographic window into the pediatric spine provides a distinct opportunity for ultrasound-guided lumbar puncture. Minimal cerebrospinal fluid and thecal displacement by subdural or epidural hematomas are common after failed clinical attempts. Ultrasound is useful for determining a saf",https://europepmc.org/article/MED/28331936,"(TITLE:""lumbar puncture"" OR TITLE:""spinal anaesthesia"" OR TITLE:""spinal anesthesia"") AND (TITLE:difficult OR TITLE:failure OR TITLE:predictors)"
difficult_lp_predictors,19,22506571,,10.1111/j.1365-2044.2012.07115.x,Clinical predictors of apnoea-hypopnoea during propofol sedation in patients undergoing spinal anaesthesia,Kim GH,Anaesthesia,2012,Evaluation Study|Journal Article,N,N,,14,"This study assessed the relationship between the occurrence of apnoea-hypopnoea during propofol sedation for spinal anaesthesia and two different predictive tests of sleep apnoea: the STOP-Bang score (snoring while sleeping, daytime tiredness, observed breathing stoppages, high blood pressure-body mass index, age, neck circumference, gender); and the obstructive sleep apnoea (OSA) score. Thirty-fo",https://europepmc.org/article/MED/22506571,"(TITLE:""lumbar puncture"" OR TITLE:""spinal anaesthesia"" OR TITLE:""spinal anesthesia"") AND (TITLE:difficult OR TITLE:failure OR TITLE:predictors)"
difficult_lp_predictors,20,33325214,,10.23736/s0375-9393.20.14892-2,Predicting difficult spinal anesthesia: development of a neuraxial block assessment score,Del Buono R,Minerva anestesiologica,2021,Journal Article|Observational Study,N,N,,13,"<h4>Background</h4>Spinal anesthesia is a commonly performed procedure with unpredictable difficulty. The objective of this study was to predict a difficult lumbar spinal anesthesia with clinical elements that are easy to collect.<h4>Methods</h4>A questionnaire-based, observational study named NBA, conducted from February 2018 to June 2018. The questions regarded clinical elements and the eventual",https://europepmc.org/article/MED/33325214,"(TITLE:""lumbar puncture"" OR TITLE:""spinal anaesthesia"" OR TITLE:""spinal anesthesia"") AND (TITLE:difficult OR TITLE:failure OR TITLE:predictors)"
difficult_lp_predictors,21,22112917,,10.1016/j.ijoa.2011.06.012,Failed epidural top-up for cesarean delivery for failure to progress in labor: the case against single-shot spinal anesthesia,Carvalho B.,International journal of obstetric anesthesia,2012,Review|Journal Article,N,N,,13,,https://europepmc.org/article/MED/22112917,"(TITLE:""lumbar puncture"" OR TITLE:""spinal anaesthesia"" OR TITLE:""spinal anesthesia"") AND (TITLE:difficult OR TITLE:failure OR TITLE:predictors)"
difficult_lp_predictors,22,16953949,,10.1017/s0265021506251378,Total spinal anaesthesia following epidural test dose in an ankylosing spondylitic patient with anticipated difficult airway undergoing total hip replacement,Batra YK,European journal of anaesthesiology,2006,Letter|Case Reports,N,N,,11,,https://europepmc.org/article/MED/16953949,"(TITLE:""lumbar puncture"" OR TITLE:""spinal anaesthesia"" OR TITLE:""spinal anesthesia"") AND (TITLE:difficult OR TITLE:failure OR TITLE:predictors)"
difficult_lp_predictors,23,5051611,,10.1097/00000542-197209000-00012,Failure of spinal anesthesia due to subdural catheter placement,Cohen CA,Anesthesiology,1972,Journal Article,N,N,,10,,https://europepmc.org/article/MED/5051611,"(TITLE:""lumbar puncture"" OR TITLE:""spinal anaesthesia"" OR TITLE:""spinal anesthesia"") AND (TITLE:difficult OR TITLE:failure OR TITLE:predictors)"
difficult_lp_predictors,24,31268266,,10.5114/ait.2019.86166,Impact of spinal needle design and approach to postdural puncture headache and spinal anesthesia failure in obstetrics,Batova R,Anaesthesiology intensive therapy,2019,"Comparative Study|Research Support, Non-U.S. Gov't|Randomized Controlled Trial|Journal Article",N,N,,10,"<h4>Background</h4>Concern has been raised that Sprotte needles predispose to spinal anes-thesia failure. Nevertheless, these needles are associated with a low incidence of postdural puncture headache. The impact of the paramedian approach to postdural puncture headache remains controversial. The objective of this prospective randomized study was to compare Sprotte, Quincke and Atraucan needles as",https://europepmc.org/article/MED/31268266,"(TITLE:""lumbar puncture"" OR TITLE:""spinal anaesthesia"" OR TITLE:""spinal anesthesia"") AND (TITLE:difficult OR TITLE:failure OR TITLE:predictors)"
difficult_lp_predictors,25,2486597,,,Paraplegia following spinal anesthesia in a patient with chronic renal failure,Grejda S,Regional anesthesia,1989,Journal Article|Case Reports,N,N,,9,"Paraplegia after spinal anesthesia secondary to hematoma formation has been described. Many such reports have involved patients with a variety of coagulation disorders. This article describes a patient with clotting abnormalities, apparently due to chronic renal failure, who developed paraplegia after spinal anesthesia secondary to subarachnoid hematoma formation.",https://europepmc.org/article/MED/2486597,"(TITLE:""lumbar puncture"" OR TITLE:""spinal anaesthesia"" OR TITLE:""spinal anesthesia"") AND (TITLE:difficult OR TITLE:failure OR TITLE:predictors)"
ultrasound_assisted_neuraxial,1,27939192,,10.1053/j.jvca.2016.08.023,Ultrasound-Guided Serratus Anterior Plane Block Versus Thoracic Epidural Analgesia for Thoracotomy Pain,Khalil AE,Journal of cardiothoracic and vascular anesthesia,2017,Comparative Study|Randomized Controlled Trial|Journal Article,N,N,,174,"<h4>Objective</h4>Thoracotomy is one of the most painful surgical procedures. The aim of this study was to assess the efficacy and safety of ultrasound-guided serratus anterior plane block (SAPB) compared with thoracic epidural analgesia (TEA) for controlling acute thoracotomy pain.<h4>Design</h4>A prospective, randomized, observer-blinded, controlled study.<h4>Setting</h4>The study was performed ",https://europepmc.org/article/MED/27939192,"(TITLE:neuraxial OR TITLE:epidural OR TITLE:""spinal anesthesia"" OR TITLE:""spinal anaesthesia"") AND TITLE:ultrasound"
ultrasound_assisted_neuraxial,2,12031746,,10.1016/s0952-8180(01)00378-6,Efficacy of ultrasound imaging in obstetric epidural anesthesia,Grau T,Journal of clinical anesthesia,2002,Clinical Trial|Randomized Controlled Trial|Journal Article,N,N,,168,"<h4>Study objective</h4>To assess the clinical use of ultrasonographic localization of the epidural space, and to evaluate the clinical efficacy of ultrasound diagnostics in obstetric anesthesia.<h4>Design</h4>Randomized prospective study.<h4>Setting</h4>University Clinic of Obstetrics and Gynecology.<h4>Patients</h4>300 parturients, 85 of whom had conventional delivery and 65 who underwent cesare",https://europepmc.org/article/MED/12031746,"(TITLE:neuraxial OR TITLE:epidural OR TITLE:""spinal anesthesia"" OR TITLE:""spinal anaesthesia"") AND TITLE:ultrasound"
ultrasound_assisted_neuraxial,3,25493689,,10.1097/aap.0000000000000184,Lumbar Neuraxial Ultrasound for Spinal and Epidural Anesthesia: A Systematic Review and Meta-Analysis,Perlas A,Regional anesthesia and pain medicine,2016,"Meta-Analysis|Research Support, Non-U.S. Gov't|Systematic Review|Journal Article",N,N,,150,"<h4>Background</h4>This systematic review examines the evidence for preprocedural neuraxial ultrasound as an adjunct to lumbar spinal and epidural anesthesia in adults.<h4>Methods</h4>We searched MEDLINE, EMBASE, and Cochrane Central Register of Controlled Trials databases from inception to June 30, 2014, for randomized controlled trials (RCTs) and cohort studies that reported data answering one o",https://europepmc.org/article/MED/25493689,"(TITLE:neuraxial OR TITLE:epidural OR TITLE:""spinal anesthesia"" OR TITLE:""spinal anaesthesia"") AND TITLE:ultrasound"
ultrasound_assisted_neuraxial,5,23532866,,10.1136/bmj.f1720,Ultrasound imaging for lumbar punctures and epidural catheterisations: systematic review and meta-analysis,Shaikh F,BMJ (Clinical research ed.),2013,"Meta-Analysis|Research Support, Non-U.S. Gov't|Systematic Review|Journal Article",N,N,,141,"<h4>Objective</h4>To determine whether ultrasound imaging can reduce the risk of failed lumbar punctures or epidural catheterisations, when compared with standard palpation methods, and whether ultrasound imaging can reduce traumatic procedures, insertion attempts, and needle redirections.<h4>Design</h4>Systematic review and meta-analysis of randomised controlled trials.<h4>Data sources</h4>Ovid M",https://europepmc.org/article/MED/23532866,"(TITLE:neuraxial OR TITLE:epidural OR TITLE:""spinal anesthesia"" OR TITLE:""spinal anaesthesia"") AND TITLE:ultrasound"
ultrasound_assisted_neuraxial,6,19398454,,10.1093/bja/aep079,Real-time ultrasound-guided paramedian epidural access: evaluation of a novel in-plane technique,Karmakar MK,British journal of anaesthesia,2009,"Research Support, Non-U.S. Gov't|Evaluation Study|Journal Article",N,N,,141,<h4>Background</h4>Current methods of locating the epidural space rely on surface anatomical landmarks and loss-of-resistance (LOR). We are not aware of any data describing real-time ultrasound (US)-guided epidural access in adults.<h4>Methods</h4>We evaluated the feasibility of performing real-time US-guided paramedian epidural access with the epidural needle inserted in the plane of the US beam ,https://europepmc.org/article/MED/19398454,"(TITLE:neuraxial OR TITLE:epidural OR TITLE:""spinal anesthesia"" OR TITLE:""spinal anaesthesia"") AND TITLE:ultrasound"
ultrasound_assisted_neuraxial,7,11421838,,10.1034/j.1399-6576.2001.045006766.x,Ultrasound control for presumed difficult epidural puncture,Grau T,Acta anaesthesiologica Scandinavica,2001,Clinical Trial|Randomized Controlled Trial|Journal Article,N,N,,124,<h4>Background</h4>The efficacy of epidural anaesthesia depends on the accurate identification of the epidural space (ES). Abnormal anatomical conditions may make the procedure difficult or impossible. The aim of this study was to investigate whether pre-puncture ultrasound examination of the spinal anatomy might be beneficial in expected cases of difficult epidural anaesthesia.<h4>Methods</h4>We ,https://europepmc.org/article/MED/11421838,"(TITLE:neuraxial OR TITLE:epidural OR TITLE:""spinal anesthesia"" OR TITLE:""spinal anaesthesia"") AND TITLE:ultrasound"
ultrasound_assisted_neuraxial,8,19448216,,10.1213/ane.0b013e3181a323f6,Ultrasound imaging of the lumbar spine in the transverse plane: the correlation between estimated and actual depth to the epidural space in obese parturients,Balki M,Anesthesia and analgesia,2009,"Research Support, Non-U.S. Gov't|Journal Article",N,N,,109,"<h4>Background</h4>Prepuncture lumbar ultrasound scanning is a reliable tool to facilitate labor epidural needle placement in nonobese parturients. In this study, we assessed prepuncture lumbar ultrasound scanning as a tool for estimating the depth to the epidural space and determining the optimal insertion point in obese parturients.<h4>Methods</h4>We studied 46 obese parturients, with prepregnan",https://europepmc.org/article/MED/19448216,"(TITLE:neuraxial OR TITLE:epidural OR TITLE:""spinal anesthesia"" OR TITLE:""spinal anaesthesia"") AND TITLE:ultrasound"
